Show_Name,startYear,Episode_Name,seasonNumber,episodeNumber_in_season,episodeNumber_overall,averageRating,numVotes
Grey's Anatomy,2005,Two Against One,10,8,204,7.3,989
Grey's Anatomy,2005,Sorry Seems to Be the Hardest Word,10,9,205,7.9,1102
Grey's Anatomy,2005,Somebody That I Used to Know,10,10,206,7.5,900
Grey's Anatomy,2005,Man on the Moon,10,11,207,7.6,894
Grey's Anatomy,2005,Get Up Stand Up,10,12,208,8.6,1259
Grey's Anatomy,2005,Take It Back,10,13,209,8.1,984
Grey's Anatomy,2005,You've Got to Hide Your Love Away,10,14,210,7.9,854
Grey's Anatomy,2005,Throwing It All Away,10,15,211,7.9,836
Grey's Anatomy,2005,We Gotta Get Out of This Place,10,16,212,7.7,906
Grey's Anatomy,2005,Do You Know?,10,17,213,7.2,1444
Grey's Anatomy,2005,You Be Illin',10,18,214,7.6,934
Grey's Anatomy,2005,I'm Winning,10,19,215,8,818
Grey's Anatomy,2005,Go It Alone,10,20,216,7.8,822
Grey's Anatomy,2005,Change of Heart,10,21,217,8.2,875
Grey's Anatomy,2005,We Are Never Ever Getting Back Together,10,22,218,8.7,1038
Grey's Anatomy,2005,Everything I Try to Do Nothing Seems to Turn Out Right,10,23,219,8.1,830
Grey's Anatomy,2005,Fear (of the Unknown),10,24,220,9.2,1797
Grey's Anatomy,2005,I Must Have Lost It on the Wind,11,1,221,7.6,1095
Grey's Anatomy,2005,Puzzle with a Piece Missing,11,2,222,7.6,1023
Grey's Anatomy,2005,Got to Be Real,11,3,223,7.6,888
Grey's Anatomy,2005,Only Mama Knows,11,4,224,8.2,1034
Grey's Anatomy,2005,Bend & Break,11,5,225,7.7,953
Grey's Anatomy,2005,Don't Let's Start,11,6,226,7.5,830
Grey's Anatomy,2005,Could We Start Again Please?,11,7,227,8,829
Grey's Anatomy,2005,Risk,11,8,228,8,882
Grey's Anatomy,2005,Where Do We Go From Here?,11,9,229,7.9,844
Grey's Anatomy,2005,The Bed's Too Big Without You,11,10,230,7.9,851
Grey's Anatomy,2005,All I Could Do Was Cry,11,11,231,8.5,1062
Grey's Anatomy,2005,The Great Pretender,11,12,232,7.8,819
Grey's Anatomy,2005,Staring at the End,11,13,233,8.3,1049
Grey's Anatomy,2005,The Distance,11,14,234,8.9,1408
Grey's Anatomy,2005,I Feel the Earth Move,11,15,235,7.8,891
Grey's Anatomy,2005,Don't Dream It's Over,11,16,236,8,834
Grey's Anatomy,2005,With or Without You,11,17,237,7.9,893
Grey's Anatomy,2005,When I Grow Up,11,18,238,8,855
Grey's Anatomy,2005,Crazy Love,11,19,239,7.5,951
Grey's Anatomy,2005,One Flight Down,11,20,240,7.8,860
Grey's Anatomy,2005,How to Save a Life,11,21,241,5.5,3331
Grey's Anatomy,2005,She's Leaving Home: Part 1,11,22,242,7.2,1428
Grey's Anatomy,2005,She's Leaving Home: Part 2,11,23,243,7.9,800
Grey's Anatomy,2005,Time Stops,11,24,244,8.1,1070
Grey's Anatomy,2005,You're My Home,11,25,245,8.2,1052
Grey's Anatomy,2005,Sledgehammer,12,1,246,8.2,1333
Grey's Anatomy,2005,Walking Tall,12,2,247,7.8,878
Grey's Anatomy,2005,I Choose You,12,3,248,8.1,992
Grey's Anatomy,2005,Old Time Rock and Roll,12,4,249,8.4,1127
Grey's Anatomy,2005,Guess Who's Coming to Dinner,12,5,250,8.9,1513
Grey's Anatomy,2005,The Me Nobody Knows,12,6,251,7.8,805
Grey's Anatomy,2005,Something Against You,12,7,252,7.7,780
Grey's Anatomy,2005,Things We Lost in the Fire,12,8,253,8.4,1033
Grey's Anatomy,2005,The Sound of Silence,12,9,254,9.2,2153
Grey's Anatomy,2005,All I Want Is You,12,10,255,8.1,951
Grey's Anatomy,2005,Unbreak My Heart,12,11,256,7.2,1293
Grey's Anatomy,2005,My Next Life,12,12,257,8.1,930
Grey's Anatomy,2005,All Eyez on Me,12,13,258,7.6,982
Grey's Anatomy,2005,Odd Man Out,12,14,259,8,836
Grey's Anatomy,2005,I Am Not Waiting Anymore,12,15,260,8,906
Grey's Anatomy,2005,When It Hurts So Bad,12,16,261,7.7,780
Grey's Anatomy,2005,I Wear the Face,12,17,262,7.6,768
Grey's Anatomy,2005,There's a Fine Fine Line,12,18,263,8.6,952
Grey's Anatomy,2005,It's Alright Ma (I'm Only Bleeding),12,19,264,8.1,865
Grey's Anatomy,2005,Trigger Happy,12,20,265,7.9,903
Grey's Anatomy,2005,You're Gonna Need Someone on Your Side,12,21,266,8,949
Grey's Anatomy,2005,Mama Tried,12,22,267,8.5,1011
Grey's Anatomy,2005,At Last,12,23,268,8.1,1010
Grey's Anatomy,2005,Family Affair,12,24,269,8.7,1142
Grey's Anatomy,2005,Undo,13,1,270,8,1055
Grey's Anatomy,2005,Catastrophe and the Cure,13,2,271,7.6,813
Grey's Anatomy,2005,I Ain't No Miracle Worker,13,3,272,8,790
Grey's Anatomy,2005,Falling Slowly,13,4,273,7.7,766
Grey's Anatomy,2005,Both Sides Now,13,5,274,7.8,762
Grey's Anatomy,2005,Roar,13,6,275,8.2,809
Grey's Anatomy,2005,Why Try to Change Me Now,13,7,276,7.6,814
Grey's Anatomy,2005,The Room Where It Happens,13,8,277,7,1628
Grey's Anatomy,2005,You Haven't Done Nothin',13,9,278,8.4,942
Grey's Anatomy,2005,You Can Look (But You'd Better Not Touch),13,10,279,7.7,1258
Grey's Anatomy,2005,Jukebox Hero,13,11,280,7.4,910
Grey's Anatomy,2005,None of Your Business,13,12,281,7.5,885
Grey's Anatomy,2005,It Only Gets Much Worse,13,13,282,8,801
Grey's Anatomy,2005,Back Where You Belong,13,14,283,7.5,855
Grey's Anatomy,2005,Civil War,13,15,284,7.1,878
Grey's Anatomy,2005,Who Is He (And What Is He to You)?,13,16,285,7.3,1154
Grey's Anatomy,2005,'Till I Hear It from You,13,17,286,8,927
Grey's Anatomy,2005,Be Still My Soul,13,18,287,8.3,1076
Grey's Anatomy,2005,What's Inside,13,19,288,7.7,784
Grey's Anatomy,2005,In the Air Tonight,13,20,289,7.9,1324
Grey's Anatomy,2005,Don't Stop Me Now,13,21,290,7.6,790
Grey's Anatomy,2005,Leave It Inside,13,22,291,7.7,768
Grey's Anatomy,2005,True Colors,13,23,292,8.7,1115
Grey's Anatomy,2005,Ring of Fire,13,24,293,8.6,1224
Grey's Anatomy,2005,Break Down the House,14,1,294,8.1,1197
Grey's Anatomy,2005,Get Off on the Pain,14,2,295,8.1,1047
Grey's Anatomy,2005,Go Big or Go Home,14,3,296,8.2,1004
Grey's Anatomy,2005,Ain't That a Kick in the Head,14,4,297,8.2,1044
Grey's Anatomy,2005,Danger Zone,14,5,298,7.3,1234
Grey's Anatomy,2005,Come on Down to My Boat Baby,14,6,299,8,1094
Grey's Anatomy,2005,Who Lives Who Dies Who Tells Your Story,14,7,300,9.1,1820
Grey's Anatomy,2005,Out of Nowhere,14,8,301,8.5,1255
Grey's Anatomy,2005,1-800-799-7233,14,9,302,8.7,1430
Grey's Anatomy,2005,Personal Jesus,14,10,303,8.8,1772
Grey's Anatomy,2005,(Don't Fear) the Reaper,14,11,304,8.2,1205
Grey's Anatomy,2005,Harder Better Faster Stronger,14,12,305,7.5,798
Grey's Anatomy,2005,You Really Got a Hold on Me,14,13,306,7.4,769
Grey's Anatomy,2005,Games People Play,14,14,307,7.7,798
Grey's Anatomy,2005,Old Scars Future Hearts,14,15,308,7.8,790
Grey's Anatomy,2005,Caught Somewhere in Time,14,16,309,7.3,756
Grey's Anatomy,2005,One Day Like This,14,17,310,8.2,999
Grey's Anatomy,2005,Hold Back The River,14,18,311,7.7,708
Grey's Anatomy,2005,Beautiful Dreamer,14,19,312,7.7,730
Grey's Anatomy,2005,Judgment Day,14,20,313,8.3,968
Grey's Anatomy,2005,Bad Reputation,14,21,314,7.8,715
Grey's Anatomy,2005,Fight For Your Mind,14,22,315,7.8,728
Grey's Anatomy,2005,Cold As Ice,14,23,316,8.9,1102
Grey's Anatomy,2005,All of Me,14,24,317,8.5,1062
Grey's Anatomy,2005,With a Wonder and a Wild Desire,15,1,318,7.8,989
Grey's Anatomy,2005,Broken Together,15,2,319,7.9,899
Grey's Anatomy,2005,Gut Feeling,15,3,320,7.6,853
Grey's Anatomy,2005,Momma Knows Best,15,4,321,7.9,865
Grey's Anatomy,2005,Everyday Angel,15,5,322,7.6,814
Grey's Anatomy,2005,Flowers Grow Out Of My Grave,15,6,323,8.4,1022
Grey's Anatomy,2005,Anybody Have a Map?,15,7,324,8,894
Grey's Anatomy,2005,Blowin' in the Wind,15,8,325,8.5,1104
Grey's Anatomy,2005,Shelter From the Storm,15,9,326,8.2,848
Grey's Anatomy,2005,Help I'm Alive,15,10,327,7.7,785
Grey's Anatomy,2005,The Winner Takes It All,15,11,328,8.2,879
Grey's Anatomy,2005,Girlfriend in a Coma,15,12,329,8.2,886
Grey's Anatomy,2005,I Walk The Line,15,13,330,7.7,830
Grey's Anatomy,2005,I Want a New Drug,15,14,331,8.1,833
Grey's Anatomy,2005,We Didn't Start the Fire,15,15,332,7.9,839
Grey's Anatomy,2005,Blood and Water,15,16,333,7.3,782
Grey's Anatomy,2005,And Dream of Sheep,15,17,334,7.3,760
Grey's Anatomy,2005,Add It Up,15,18,335,7.3,767
Grey's Anatomy,2005,Silent All These Years,15,19,336,9.5,2672
Grey's Anatomy,2005,The Whole Package,15,20,337,7.7,768
Grey's Anatomy,2005,Good Shepherd,15,21,338,8.2,897
Grey's Anatomy,2005,Head Over High Heels,15,22,339,7.7,753
Grey's Anatomy,2005,What I Did For Love,15,23,340,7.8,805
Grey's Anatomy,2005,Drawn to the Blood,15,24,341,8.3,877
Grey's Anatomy,2005,Jump Into the Fog,15,25,342,8.1,853
Grey's Anatomy,2005,Nothing Left to Cling To,16,1,343,7.4,772
Grey's Anatomy,2005,Back in the Saddle,16,2,344,7.5,664
Grey's Anatomy,2005,Reunited,16,3,345,7.6,712
Grey's Anatomy,2005,It's Raining Men,16,4,346,7.7,625
Grey's Anatomy,2005,Breathe Again,16,5,347,7.7,644
Grey's Anatomy,2005,Whistlin' Past the Graveyard,16,6,348,7.7,620
Grey's Anatomy,2005,Papa Don't Preach,16,7,349,7.8,653
Grey's Anatomy,2005,My Shot,16,8,350,9,1202
Grey's Anatomy,2005,Let's All Go to the Bar,16,9,351,8,701
Grey's Anatomy,2005,Help Me Through the Night,16,10,352,7.6,620
Grey's Anatomy,2005,A Hard Pill to Swallow,16,11,353,7.5,602
Grey's Anatomy,2005,The Last Supper,16,12,354,6.2,866
Grey's Anatomy,2005,Save the Last Dance for Me,16,13,355,7.4,608
Grey's Anatomy,2005,A Diagnosis,16,14,356,7.4,595
Grey's Anatomy,2005,Snowblind,16,15,357,7.5,603
Grey's Anatomy,2005,Leave a Light On,16,16,358,4.4,2355
Grey's Anatomy,2005,Life on Mars?,16,17,359,7,592
Grey's Anatomy,2005,Give a Little Bit,16,18,360,7.7,627
Grey's Anatomy,2005,Love of My Life,16,19,361,6.8,804
Grey's Anatomy,2005,Sing It Again,16,20,362,7.9,596
Grey's Anatomy,2005,Put on a Happy Face,16,21,363,8.2,695
Grey's Anatomy,2005,All Tomorrow's Parties,17,1,364,7.7,1090
Grey's Anatomy,2005,The Center Won't Hold,17,2,365,8.1,1073
Grey's Anatomy,2005,My Happy Ending,17,3,366,7.7,850
Grey's Anatomy,2005,You'll Never Walk Alone,17,4,367,7.8,888
Grey's Anatomy,2005,Fight the Power,17,5,368,7.3,872
Grey's Anatomy,2005,No Time for Despair,17,6,369,6.9,849
Grey's Anatomy,2005,Helplessly Hoping,17,7,370,7.3,834
Grey's Anatomy,2005,It's All Too Much,17,8,371,7.9,780
Grey's Anatomy,2005,In My Life,17,9,372,5.2,1329
Grey's Anatomy,2005,Breathe,17,10,373,7.8,785
Grey's Anatomy,2005,Sorry Doesn't Always Make It Right,17,11,374,7.1,613
Grey's Anatomy,2005,Sign O' the Times,17,12,375,6.3,1045
Grey's Anatomy,2005,Good as Hell,17,13,376,7.9,831
Grey's Anatomy,2005,Look Up Child,17,14,377,6.8,757
Grey's Anatomy,2005,Tradition,17,15,378,7.7,603
Grey's Anatomy,2005,I'm Still Standing,17,16,379,7.1,505
Grey's Anatomy,2005,Someone Saved My Life Tonight,17,17,380,7.3,583
Grey's Anatomy,2005,Here Comes the Sun,18,1,381,7.2,706
Grey's Anatomy,2005,Some Kind of Tomorrow,18,2,382,7.1,519
Grey's Anatomy,2005,Hotter Than Hell,18,3,383,8.2,640
Grey's Anatomy,2005,With a Little Help from My Friends,18,4,384,7.5,453
Grey's Anatomy,2005,Bottle Up and Explode!,18,5,385,7.7,467
Grey's Anatomy,2005,Every Day Is a Holiday (With You),18,6,386,7.2,416
Grey's Anatomy,2005,Today Was a Fairytale,18,7,387,7.3,399
Grey's Anatomy,2005,It Came Upon a Midnight Clear,18,8,388,7.4,500
Grey's Anatomy,2005,No Time to Die,18,9,389,7.4,398
Grey's Anatomy,2005,Living in a House Divided,18,10,390,7.4,355
Grey's Anatomy,2005,Legacy,18,11,391,7.3,344
Grey's Anatomy,2005,The Makings of You,18,12,392,5.7,498
Grey's Anatomy,2005,Put the Squeeze on Me,18,13,393,7.3,344
Grey's Anatomy,2005,Road Trippin',18,14,394,7.2,330
Grey's Anatomy,2005,Put It to the Test,18,15,395,7.9,371
Grey's Anatomy,2005,Should I Stay or Should I Go,18,16,396,7.2,334
Grey's Anatomy,2005,I'll Cover You,18,17,397,7.3,311
Grey's Anatomy,2005,Stronger Than Hate,18,18,398,7.7,333
Grey's Anatomy,2005,Out for Blood,18,19,399,7.7,330
Grey's Anatomy,2005,You Are the Blood,18,20,400,8.7,633
Grey's Anatomy,2005,Everything Has Changed,19,1,401,8.1,351
Grey's Anatomy,2005,Wasn't Expecting That,19,2,402,7.7,200
Grey's Anatomy,2005,Let's Talk About Sex,19,3,403,7.2,386
Grey's Anatomy,2005,Haunted,19,4,404,7.4,59
